Time (mins),Trocken-biomasse,Gesamt-Zellzahl,Lebendzellzahl,OD
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
